title;author;rating;category;fandom;relationship;character;additional tags;language;published;status;status date;words;chapters;comments;kudos;bookmarks;hits
The Best Of Them All;author_908;General Audiences;;Formula 1 RPF, Ancient Greek Religion & Lore;Alexander Albon & Lando Norris & George Russell, Lando Norris & Kimi Raikkonen, Sergio Perez/Lance Stroll, Hera/Zeus (Ancient Greek Religion & Lore);Lando Norris, George Russell (Formula 1 RPF), Alexander Albon, Kimi Raikkonen, Sergio Perez, Lance Stroll, Hera (Ancient Greek Religion & Lore), Athena (Ancient Greek Religion & Lore), Aphrodite (Ancient Greek Religion & Lore), Zeus (Ancient Greek Religion & Lore), Paris (Ancient Greek Religion & Lore), Helen of Troy (Ancient Greek Religion & Lore);takes place at the start of the 2020 season, based of the myth of the golden apple, inspired by the rookie of the year video, Bribery, no beta we die like men, How Do I Tag, Competition;English;2021-05-25;Completed;2021-05-25;6092;1/1;4;24;1;372
in the line of fire;author_909;Teen And Up Audiences;M/M;The Iliad - Homer, Ancient Greek Religion & Lore, The Song of Achilles - Madeline Miller;Achilles/Patroclus of Opus (Ancient Greek Religion & Lore);Patroclus of Opus (Ancient Greek Religion & Lore), Achilles (Ancient Greek Religion & Lore), Diomedes (Ancient Greek Religion & Lore);Established Relationship, Pre-Canon, Missing Scene, Minor Violence, no madeline miller patroclus is not a twink, he can handle himself in battle perfectly well thank you, 100 ways to say i love you;English;2021-05-25;Completed;2021-05-25;416;1/1;3;57;9;610
Star;author_52;Mature;M/M;Ancient Greek Religion & Lore;Asterion the Minotaur/Theseus (Ancient Greek Religion & Lore);Theseus (Ancient Greek Religion & Lore), Asterion the Minotaur (Ancient Greek Religion & Lore);Alternate Universe - Canon Divergence, Star-crossed, Tragedy, Implied/Referenced Suicide, Inaccurate Ancient Greek Religion & Lore, Implied Sexual Content;English;2021-05-24;Completed;2021-05-24;2159;1/1;4;85;8;741
Famed For Her Suitors;author_222;General Audiences;F/M;Ancient Greek Religion & Lore, The Oresteia - Aeschylus, The Iliad - Homer;Agamemnon/Clytemnestra (Hellenistic Religion & Lore), Agamemnon/Clytemnestra (Ancient Greek Religion & Lore);Clytemnestra (Ancient Greek Religion & Lore), Agamemnon (Ancient Greek Religion & Lore), Helen of Troy (Ancient Greek Religion & Lore), Odysseus (Ancient Greek Religion & Lore), (they are only mentioned but whatever);;English;2021-05-23;Completed;2021-05-23;976;1/1;6;13;1;172
Hades;author_910;Explicit;F/M;The Walking Dead & Related Fandoms, Ancient Greek Religion & Lore;Negan (Walking Dead)/Original Female Character(s), Hades (Ancient Greek Religion & Lore)/Original Female Character(s);Original Female Character(s), Negan (Walking Dead), Hades (Ancient Greek Religion & Lore);Alternate Universe;English;2020-12-07;Completed;2021-05-23;32029;23/23;14;24;4;1188
Solar Eclipse With A Chance of McDonald's;author_819;Teen And Up Audiences;M/M;Percy Jackson and the Olympians - Rick Riordan, Percy Jackson and the Olympians & Related Fandoms - All Media Types, The Heroes of Olympus - Rick Riordan, The Trials of Apollo - Rick Riordan, Ancient Greek Religion & Lore;Apollo/Hermes (Percy Jackson);Apollo (Percy Jackson), Hermes (Percy Jackson), Artemis (Percy Jackson), Aphrodite (Percy Jackson), Ares (Percy Jackson), Athena (Percy Jackson), Dionysus (Percy Jackson), Zeus (Percy Jackson);Crack, Fluff and Crack, Cute, I Ship It, McDonald's, This Is STUPID, stupid apollo, Apollo is a Good Boyfriend Okay, Apollo (Percy Jackson) Needs a Hug;English;2021-05-23;Completed;2021-05-23;3502;1/1;4;112;3;1625
The queenly ghost;author_133;General Audiences;Gen;Ancient Greek Religion & Lore;Ariadne & Pasiphae (Ancient Greek Religion & Lore);Ariadne (Ancient Greek Religion & Lore), Pasiphae (Ancient Greek Religion & Lore);Mother-Daughter Relationship, Motherhood, Ancient Greece, Ghosts, Spirits, Talking, Forgiveness;English;2021-05-23;Completed;2021-05-23;639;1/1;;21;2;263
Raiding Mount Ida's Leafy Heights;author_33;Explicit;M/M;Ancient Greek Religion & Lore, The Iliad - Homer;Menelaus/Paris (Ancient Greek Religion & Lore);Menelaus (Ancient Greek Religion & Lore), Paris (Ancient Greek Religion & Lore);Enemy Lovers, Drama & Romance, Intercrural Sex, Restraints, Kissing, Outdoor Sex, Arguing, Mentioned Helen of Troy, Mentioned Hector;English;2021-05-22;Completed;2021-05-22;7279;1/1;2;24;3;463
Back;author_133;General Audiences;F/M;Ancient Greek Religion & Lore;Ariadne/Dionysus (Ancient Greek Religion & Lore);Ariadne (Ancient Greek Religion & Lore), Dionysus (Ancient Greek Religion & Lore);Ancient Greece, Underworld, Romantic Fluff, Romance, Love, Immortality, alive again, Back to life;English;2021-05-22;Completed;2021-05-22;434;1/1;;27;1;487
too busy to die;author_700;Teen And Up Audiences;Gen, M/M;The Iliad - Homer, Ancient Greek Religion & Lore;Apollo/Hector (Ancient Greek Religion & Lore), Aeneas & Hector (Ancient Greek Religion & Lore), Ajax the Greater son of Telamon & Hector (Ancient Greek Religion & Lore);Hector (Ancient Greek Religion & Lore), Aeneas (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore), Minor Characters;Major Character Injury, Blood and Injury, Pain, Cannibalism?, call it implied cannibalism, conceptual cannibalism, Not-Particularly-Consensual Kissing, gratuitous description of severe injury, gods and the sons of gods being fucking weird, Canon Compliant, Hurt No Comfort;English;2021-05-21;Completed;2021-05-21;2010;1/1;12;56;10;445
Lawless, Winged, and Unconfined;author_68;Mature;F/M;Ancient Greek Religion & Lore;Cupid (Ancient Roman Religion & Lore)/Psyche (Ancient Greek Religion & Lore), Eros/Psyche (Ancient Greek Religion & Lore);Cupid, Psyche (Ancient Greek Religion & Lore), Aphrodite (Ancient Greek Religion & Lore);Gods, Bows & Arrows, Falling In Love, Lust, Oracles, Wings, Imprisonment, Self-Sacrifice, Happy Ending;English;2021-05-21;Completed;2021-05-21;3281;1/1;16;69;14;1384
Gerridae;author_911;Teen And Up Audiences;Gen;Assassin's Creed Odyssey, Ancient Greek Religion & Lore;;Kassandra (Assassin's Creed);Ancient Greek, English translation, Geography, Philosophy, Attic Greek, Latin, genre games, Ellados Periegesis, Inaccurate Ancient Greek Religion & Lore;English;2021-05-21;Completed;2021-05-21;1449;1/1;2;17;;146
Queen, Amazon, Warrior;author_912;General Audiences;Gen;Ancient Greek Religion & Lore;;Andromache (Ancient Greek Religion & Lore), Hercules | Heracles (Ancient Greek Religion & Lore), Andromache of the Amazons (Ancient Greek Religion and Lore), Original Female Character(s);The Iliad References, Amazons - Freeform, References to Ancient Greek Religion & Lore, Scythian Burial;English;2021-05-20;Completed;2021-05-20;300;1/1;6;18;2;93
"""Come Down, Thanatos""";author_913;General Audiences;F/M;Ancient Greek Religion & Lore;Makaria/Thanatos;Makaria (Ancient Greek Religion & Lore), Thanatos (Ancient Greek Religion & Lore), Erebus (Ancient Greek Religion & Lore), Original Characters, Nyx (Ancient Greek Religion & Lore);Declarations Of Love, Bittersweet Ending, character death but not truly;English;2021-05-20;Completed;2021-05-20;1758;1/1;1;9;;258
An Explanation;author_222;General Audiences;Gen;Ancient Greek Religion & Lore, The Oresteia - Aeschylus, The Iliad - Homer, Iphigenia in Aulis - Euripides;Clytemnestra & Electra (Ancient Greek Religion & Lore), Clytemnestra & Iphigenia (Ancient Greek Religion & Lore);Electra (Ancient Greek Religion & Lore), Clytemnestra (Ancient Greek Religion & Lore), Iphigenia (Ancient Greek Religion & Lore), (mentioned), Chrysothemis of Argos (Ancient Greek Religion & Lore), Hermione (Ancient Greek Religion & Lore), Orestes (Ancient Greek Religion & Lore);I'm writing these fics to procrastinate studying Aristotle's Poetics, he disses Aeschylus in that book and I will not stand for it;English;2021-05-19;Completed;2021-05-19;495;1/1;5;14;2;155
Zeus being Zeus And Apollo being Awesome;author_914;General Audiences;Gen;Percy Jackson and the Olympians & Related Fandoms - All Media Types, Ancient Greek Religion & Lore, The Heroes of Olympus - Rick Riordan;Nico di Angelo & Hestia;Gods and Goddesses (Percy Jackson), Artemis (Percy Jackson), Apollo (Percy Jackson), Hestia (Percy Jackson), Dionysus (Percy Jackson), Hermes (Percy Jackson), Hera (Percy Jackson);Zeus Being an Asshole (Percy Jackson), Cross-Posted on FanFiction.Net, BAMF Artemis, Artemis and apollo aresiblings, so they love each other, Zeus is a bad father, don't underestimate them, Revenge, Revolution, Apocalypse, kind of, no beta we die like beckendorf;English;2021-05-19;Completed;2021-05-19;351;1/1;2;40;4;468
Baby Names;author_222;General Audiences;F/M;Ancient Greek Religion & Lore, The Oresteia - Aeschylus, The Iliad - Homer;Aegisthus/Clytemnestra (Ancient Greek Religion & Lore);Clytemnestra (Ancient Greek Religion & Lore), Aegisthus (Ancient Greek Religion & Lore), Electra (Ancient Greek Religion & Lore), Orestes (Ancient Greek Religion & Lore), Chrysothemis of Argos (Ancient Greek Religion & Lore), Hermione (Ancient Greek Religion & Lore), Erigone daughter of Aegisthus (Ancient Greek Religion & Lore), (kind of) - Character;continuing my mission to absolve Clytemnestra of her crimes, I'm a simp for a mythological heroine and it's not the first time;English;2021-05-18;Completed;2021-05-18;740;1/1;4;14;;140
A Way Out;author_222;Teen And Up Audiences;Gen;Ancient Greek Religion & Lore, The Oresteia - Aeschylus, The Iliad - Homer;Cassandra & Clytemnestra (Ancient Greek Religion & Lore), Aegisthus/Clytemnestra (Ancient Greek Religion & Lore), Cassandra & Electra (Ancient Greek Religion & Lore), Clytemnestra & Iphigenia (Ancient Greek Religion & Lore);Cassandra (Ancient Greek Religion & Lore), Clytemnestra (Ancient Greek Religion & Lore), Aegisthus (Ancient Greek Religion & Lore), Electra (Ancient Greek Religion & Lore), Agamemnon (Ancient Greek Religion & Lore);Cassandra lives! AU;English;2021-05-18;Completed;2021-05-18;787;1/1;4;21;3;251
In All the Old Stories;author_45;Mature;M/M;The Song of Achilles - Madeline Miller, The Iliad - Homer, Ancient Greek Religion & Lore;Achilles/Patroclus;Diomedes;Alternate Universe, Mistaken Identity, Tragic Romance, Royalty, Political Alliances, Courtship, Additional Warnings In Author's Note;English;2021-01-04;Completed;2021-05-18;179777;40/40;455;855;185;26070
Princesses, Power and Prophecy (3 Sentence Fics);author_714;Teen And Up Audiences;F/M, Gen;Ancient Greek Religion & Lore, Oedipus Cycle - Sophocles;Antigone & Ismene daughter of Oedipus (Ancient Greek Religion & Lore), Aeneas/Cassandra (Ancient Greek Religion & Lore);Persephone (Ancient Greek Religion & Lore), Antigone (Ancient Greek Religion & Lore), Ismene daughter of Oedipus (Ancient Greek Religion & Lore), Cassandra (Ancient Greek Religion & Lore), Aeneas (Ancient Greek Religion & Lore);3 Sentence Fiction, 3 Sentence Ficathon, Alternate Universe - Power Swap, Alternate Universe - Role Reversal;English;2021-05-17;Completed;2021-05-17;278;1/1;4;17;2;119
A Good Diplomat;author_222;Mature;F/M;The Oresteia - Aeschylus, Ancient Greek Religion & Lore, The Iliad - Homer;Aegisthus/Clytemnestra (Ancient Greek Religion & Lore);Aegisthus (Ancient Greek Religion & Lore), Clytemnestra (Ancient Greek Religion & Lore);is it murder or is it sex? the sequel, a little bit of kinky smut is good for the soul;English;2021-05-17;Completed;2021-05-17;1325;1/1;6;12;1;140
The Fall;author_915;Mature;M/M;The Song of Achilles - Madeline Miller, Ancient Greek Religion & Lore;Achilles/Patroclus, Achilles/Patroclus (Song of Achilles), Achilles & Patroclus (Song of Achilles), Achilles/Patroclus of Opus (Ancient Greek Religion & Lore);Patroclus (Song of Achilles), Achilles (Song of Achilles), Achilles, Patroclus of Opus (Ancient Greek Religion & Lore);I Wrote This Instead of Sleeping, i just finished the song of achilles and i'm in pain, major character death as you may know, Please be nice this is my first work, Prose Poem, i guess?????;English;2021-05-16;Completed;2021-05-16;167;1/1;10;17;1;179
Foolish Plans Undone;author_33;Teen And Up Audiences;M/M;Ancient Greek Religion & Lore;Ganymede/Zeus (Ancient Greek Religion & Lore);Ganymede (Ancient Greek Religion & Lore), Zeus (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore), Hades (Ancient Greek Religion & Lore), Persephone (Ancient Greek Religion & Lore);Bodyswap, Blood and Violence, Angst and Hurt/Comfort, Punishment, Immortality, Minor Original Character(s);English;2021-05-16;Completed;2021-05-16;5771;1/1;6;22;1;542
Hasten;author_916;Mature;F/M;Ancient Greek Religion & Lore;;;Nereids (Ancient Greek Religion & Lore), Crystals, Secret Relationship, Shower Sex, Threesome - F/F/M, Sharing a Body, Deal with a Devil, Sexual Coercion, Murder, Underwater Sex;English;2021-05-16;Completed;2021-05-16;52495;2/2;;;;88
The Mistress of the Labyrinth;author_917;Teen And Up Audiences;F/M, Gen;Ancient Greek Religion & Lore;Ariadne/Theseus (Ancient Greek Religion & Lore), Ariadne & Phaedra (Ancient Greek Religion & Lore), Ariadne/Dionysus (Ancient Greek Religion & Lore);Phaedra (Ancient Greek Religion & Lore), Asterion the Minotaur (Ancient Greek Religion & Lore), Androgeus son of Minos (Ancient Greek Religion & Lore), Minos (Ancient Greek Religion & Lore);theseus is trash, ariadne and dionysus deserve endless fanfics;English;2021-05-16;Completed;2021-05-16;916;1/1;;12;5;284
Begged and Borrowed;author_510;Mature;M/M;The Song of Achilles - Madeline Miller, The Iliad - Homer, Ancient Greek Religion & Lore, Hades (Video Game 2018);Achilles/Patroclus (Song of Achilles), Achilles & Patroclus (Song of Achilles), Achilles/Patroclus, Achilles & Patroclus, Achilles/Patroclus of Opus (Ancient Greek Religion & Lore), Patrochilles, Achilles/Patroclus (Hades Video Game);Patroclus (Song of Achilles), Achilles (Song of Achilles), Andromache (Ancient Greek Religion & Lore), Hector (Song of Achilles), Thetis (Song of Achilles), Briseis (Song of Achilles);Trojan War, Alternate Universe - Canon Divergence, Angst, Romance, War, Love, With A Twist, Smut, Fluff, Canon Era, Canon-Typical Violence, Minor Character Death;English;2021-01-17;Completed;2021-05-16;34851;20/20;284;430;94;9320
Charmed;author_918;Explicit;F/F, F/M;SMITE (Video Game), Greek Mythology, Hades (Video Game 2018);Aphrodite/Ares, Ares/Female OCs, Aphrodite/Female OCs;Ares (SMITE), Aphrodite (SMITE);Porn with Feelings, Porn With Plot, Orgy, Sex, A lot of sex, Incest, Incest between gods, various sex positions, Threesome - F/F/M, Bisexual Female Character, Smut, Lemon, Established Relationship, Fanservice, Dominance, Submission, Bondage, Blindfolds, Lots of other sexual stuff;English;2021-05-07;Completed;2021-05-16;17904;3/3;;14;4;1525
The Rationality of Athena;author_190;Teen And Up Audiences;Gen;Ancient Greek Religion & Lore;;Athena (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore), Artemis (Ancient Greek Religion & Lore), Niobe daughter of Tantalus (Ancient Greek Religion & Lore), Metis (Ancient Greek Religion & Lore), Leto (Ancient Greek Religion & Lore);Don't be fooled Athena knows all, Sibling Love, but not really;English;2021-05-15;Completed;2021-05-15;1480;1/1;4;41;4;449
Danu and the pond;author_919;General Audiences;;Ancient Greek Religion & Lore;;;Mythology References, Inspired by Echo and Narcissus (Ancient Greek Religion & Lore), Inspired by Eros and Psyche (Ancient Greek Religion & Lore);English;2021-05-14;Completed;2021-05-14;1194;1/1;;;;16
be the sun as my witness;author_48;General Audiences;F/M;Ancient Greek Religion & Lore, Cupid and Psyche - Apuleius;Cupid (Ancient Roman Religion & Lore)/Psyche (Ancient Greek Religion & Lore);Psyche (Ancient Greek Religion & Lore), Cupid (Ancient Roman Religion & Lore);i wish i had an excuse for this, anyway., Alternate Universe - Historical, Historical, 17th Century, why is this so fucking long., period typical internalized colorism for ONE short paragraph;English;2021-05-14;Completed;2021-05-14;20594;1/1;12;29;8;262
Star my hair with flowers of victory;author_920;Teen And Up Audiences;;The Iliad - Homer, Ancient Greek Religion & Lore;;Cassandra (Ancient Greek Religion & Lore), Astyanax son of Hector (Ancient Greek Religion & Lore);Alternate Universe - Canon Divergence;English;2021-05-14;Completed;2021-05-14;3070;1/1;8;37;8;247
The girl who likes dogs;author_133;General Audiences;F/M;Ancient Greek Religion & Lore;Hades/Persephone (Ancient Greek Religion & Lore), Demeter & Persephone (Ancient Greek Religion & Lore), Demeter & Hades (Ancient Greek Religion & Lore), Hades & poseidon (acient greek religion & lore), Cerberus & Hades (Ancient Greek Religion & Lore), Cerberus & Persephone (Ancient Greek Religion & Lore);Hades, Persephone, Demeter, Poseidon, Cerberus (Ancient Greek Religion & Lore);dogwalking au, References to Ancient Greek Religion & Lore, Dogs, Love, Falling In Love, Clubbing, Alternate Universe - College/University, College AU;English;2021-05-14;Completed;2021-05-14;1222;1/1;;30;5;438
let's throw the truth away (we'll find it in this kiss);author_700;Explicit;F/M, M/M;The Iliad - Homer, The Odyssey - Homer, Ancient Greek Religion & Lore;Diomedes/Penelope (Ancient Greek Religion & Lore), Diomedes/Odysseus (Ancient Greek Religion & Lore), Odysseus/Penelope (Ancient Greek Religion & Lore);Diomedes (Ancient Greek Religion & Lore), Penelope (Ancient Greek Religion & Lore);Established Relationship, Sexual Roleplay, Post-Traumatic Stress Disorder - PTSD, Dissociation, Vaginal Fingering, Angst and Porn, in case the implication of cheating bothers you, odysseus would be very glad, that his loves are taking care of each other;English;2021-05-14;Completed;2021-05-14;2240;1/1;14;52;7;601
